"FILM_ID";"FILM_NAME";"PROD_YEAR";"MADEIN";"STUDIA";"STARTDATE";"AGE_RESTR";"GENRE";"MDIRECTOR"
"111000116";"Статус: ""Свободен""";"2015";"Россия";;"2016-01-21 00:00:00";16;"комедия, мелодрама";"П.Руминов"
"111000416";"Герой (2015)";"2015";"Россия";;"2016-03-31 00:00:00";12;"военный, драма";"Ю.Васильев"
"111000816";"Ставка на любовь";"2015";"Россия";;"2016-02-11 00:00:00";12;"комедия, мелодрама";"А.Михалков"
"111000915";"Горе от ума.";"1952";"СССР";;;;;"С.Алексеев, В.Войтецкий"
"111001115";"ОХРАНА";"2015";"Россия";;"2016-03-31 00:00:00";16;"драма, комедия";"А.Прошкин"
"111001116";"8 лучших свиданий";"2016";"Россия";;"2016-03-03 00:00:00";12;"комедия, мелодрама";"М.Бальчюнас"
"111004516";"Пятница (2016)";"2016";"Россия";;"2016-02-25 00:00:00";16;"комедия";"Е.Шелякин"
"111004716";"Супербобровы";"2015";"Россия";;"2016-03-17 00:00:00";12;"комедия, фантастика";"Д.Дьяченко"
"111004916";"Помню - не помню!";"2016";"Россия";;"2016-03-31 00:00:00";12;"комедия";"В.Ровенский"
"111005016";"Маршрут построен";"2016";"Россия";;"2016-03-31 00:00:00";16;"триллер, ужасы";"О.Асадулин"
"111005116";"Контрибуция (короткая версия)";"2015";"Россия";;"2016-03-17 00:00:00";12;"детектив, исторический";"С.Снежкин"
"111006116";"Хардкор";"2015";"Россия";;"2016-04-07 00:00:00";18;"боевик, фантастика";"И.Найтшуллер"
"111008415";"No comment (Нет комментариев)";"2014";"Россия";;"2015-12-17 00:00:00";16;"драма";"А.Темников"
"111009415";"Райские кущи";"2015";"Россия";;"2015-11-26 00:00:00";;;"А.Аравин, А.Прошкин"
"111009715";"Зеленая Карета";"2015";"Россия";;"2015-11-26 00:00:00";;;"С.Комаров, О.Асадулин"
"111010015";"Синдром Петрушки";"2015";"Россия";;"2015-11-05 00:00:00";16;"драма";"Е.Хазанова"
"111010215";"Тряпичный союз";"2014";"Россия";;"2016-03-03 00:00:00";18;"драма, комедия";"М.Местецкий"
"111010315";"Без границ";"2015";"Россия";;"2015-10-22 00:00:00";;;"Р.Гигинеишвили, К.Оганисян, Р.Прыгунов"
"111010510";"Вишневый сад.";"1993";"Россия";;;;;"А.Чернакова"
"111010515";"Пингвин нашего времени";"2015";"Россия, Германия";;"2015-11-19 00:00:00";;;"Штефан Кромер"
"111010715";"Милый Ханс, дорогой Петр";"2015";"Россия, Германия, Великобритания";;"2016-03-10 00:00:00";18;"драма";"А.Миндадзе"
"111011115";"Переводчик.";"2015";"Россия";;"2015-11-12 00:00:00";;;"А.Нужный"
"111011317";"Затмение";"2017";"Россия";"ООО ""КИНОДАНЦ""";;;;"И.Кордзаия, В.Лисневский"
"111011515";"Вакантна жизнь шеф-повара";"2015";"Россия";;"2016-03-10 00:00:00";16;"драма, триллер, фантастика";"Р.Ильясов"
"111013914";"Саранча.";"2014";"Россия";;"2015-11-05 00:00:00";;;"Е.Баранов.  "
"111014214";"Исповедь Z@drota";"2014";"Россия";;"2016-03-10 00:00:00";18;"драма";"К.Шипенко"
"111014613";"Иван Царевич и Серый Волк 2";"2013";"Россия";;"2013-12-26 00:00:00";0;;"В.Торопчин"
"111014914";"8 новых свиданий";"2014";"Россия";;"2015-01-01 00:00:00";;;"М.Бальчюнас"
"111016615";"Pro любовь";"2015";"Россия";;"2015-12-10 00:00:00";;;"А.Меликян"
"111016915";"Война полов";"2015";"Россия";;"2015-10-22 00:00:00";;;"К.Кузин"
"111017115";"Срочно выйду замуж";"2015";"Россия";;"2015-12-31 00:00:00";16;"комедия, мелодрама";"С Чекалов"
"111017315";"Воин (2015)";"2015";"Россия";;"2015-10-01 00:00:00";;;"А.Андрианов"
"111017415";"Неуловимые: последний герой";"2015";"Россия";;"2015-10-29 00:00:00";;;"А.Аксененко"
"111017615";"Родина .";"2015";"Россия";;"2015-10-15 00:00:00";18;;"П.Буслов"
"111017815";"Самый Лучший День";"2015";"Россия";;"2015-12-24 00:00:00";16;"комедия, музыкальный";"А.Першин (псевдоним Ж.Крыжовников)"
"111017915";"Он - Дракон";"2015";"Россия";;"2015-12-03 00:00:00";0;"фэнтези";"И.Джендубаев"
"111018215";"Норвег";"2015";"Россия";;"2015-12-17 00:00:00";12;"комедия";"Е.Константинова (псевдоним Алена Званцева)"
"111018415";"Страна чудес";"2015";"Россия";;"2016-01-01 00:00:00";12;"комедия, фантастика";"Д.Дьяченко"
"111018615";"Училка";"2015";"Россия";;"2015-11-26 00:00:00";;;"А.Петрухин"
"111018915";"Млечный путь (2015)";;"Россия";"ООО ""ПРОДАКШН ВЭЛЬЮ ВОРЛД ВАЙД"" . Театральный  - ООО ""ДВАДЦАТЫЙ ВЕК ФОКС СНГ"" до 31.12.2016 по договору б/н от 01.09.2015  Запрет на совершение рег. действ. Постановление от 13.06.2017 судебного пристава-исполнителя М.В.Бондаря Черемушкинского ОСП УФССП России по Москве.";"2016-01-01 00:00:00";12;"комедия";"А.Матисон"
"111019315";"Иерей-Сан. Исповедь самурая";"2015";"Россия";;"2015-11-26 00:00:00";12;"боевик, драма";"Е.Баранов"
"111019415";"Страна Оз";"2015";"Россия";;"2015-12-03 00:00:00";16;"комедия";"В.Сигарев"
"111019815";"Холодный Фронт";"2015";"Россия";;"2016-01-14 00:00:00";16;"мелодрама, триллер";"Р.Волобуев"
"111019915";"SOS, ДЕД МОРОЗ ИЛИ ВСЁ СБУДЕТСЯ!";"2015";"Россия";;"2015-12-10 00:00:00";6;"комедия";"А.Геворгян"
"111020415";"День выборов 2";"2015";"Россия";;"2016-02-18 00:00:00";12;"комедия";"А.Баршак"
"111020615";"Мафия: игра на выживание";"2015";"Россия";;"2016-01-01 00:00:00";16;"боевик, фантастика";"С.Андреасян"
"111020715";"УРОКИ ВЫЖИВАНИЯ";"2015";"Россия";;"2016-03-24 00:00:00";6;"комедия, приключения";"А.Томашевский"
"111020815";"30 свиданий";"2015";"Россия";;"2016-02-04 00:00:00";16;"комедия, мелодрама";"Т.Игуменцева"
"111021015";"Голоса большой страны";"2015";"Россия";;"2016-01-07 00:00:00";6;"комедия, мелодрама, музыкальный";"Т.Мамедов"
"111021115";"Чемпионы: Быстрее. Выше. Сильнее";"2015";"Россия";;"2016-02-18 00:00:00";6;"драма";"А.Аксененко"
"111021415";"Контрибуция";"2015";"Россия";;"2016-03-17 00:00:00";12;"детектив, исторический";"С.Снежкин"
"111023214";"Ангелы Революции";"2014";"Россия";;"2015-11-05 00:00:00";16;"драма";"А.Федорченко"
"111023614";"14+";"2014";"Россия";;"2015-10-08 00:00:00";;;"А.Зайцев"
"111023908";"Дядюшкин сон";"1966";"СССР";;;;;"К.Воинов"
"114000116";"МУЛЬТ в кино. Выпуск № 24";"2015-2016";"Россия";;"2016-02-06 00:00:00";;;"А.Миронов, Е.Головин, Е.Савчук, Р.Верещак, Е.Салабай, Е.Чернова, А.Бахурин"
"114000216";"МУЛЬТ в кино. Выпуск № 25";"2015-2016";"Россия";;"2016-02-20 00:00:00";;;"А.Миронов, Е.Головин, Е.Савчук, Р.Верещак и др."
"114000316";"МУЛЬТ в кино. Выпуск № 26";"2016";"Россия";;"2016-03-05 00:00:00";;;"А.Миронов, Е.Головин, Р.Верещак, Е.Салабай, В.Бедошвили, Е. Чернова, А.Бахурин, А.Соколов"
"114000616";"МУЛЬТ в кино. Выпуск № 27";"2016";"Россия";;"2016-03-19 00:00:00";;;"А.Миронов, Е.Головин, Р.Верещак и др."
"114001715";"Савва. Сердце воина";"2015";"Россия";;"2015-11-12 00:00:00";6;;"М.Фадеев"
"114002815";"Смешарики. Легенда о золотом драконе";"2015";"Россия";;"2016-03-17 00:00:00";0;"анимационный, комедия, приключения";"Д.Чернов"
"114003015";"Крепость. Щитом и мечом";"2015";"Россия";;"2015-10-29 00:00:00";6;;"Ф.Дмитриев"
"114003115";"МУЛЬТ в кино. Выпуск № 17";"2015";"Россия";;"2015-10-31 00:00:00";;;"Е.Салабай, В.Пономарёв, А.Миронов, И.Пшонкин, А.Рубецкой, Н.Харина, Е.Чернова, А.Бахурин, О.Ужинов"
"114003215";"МУЛЬТ в кино. Выпуск № 18";"2015";"Россия-Кипр";"ООО ""Мульт в кино""";"2015-11-14 00:00:00";;;"Е.Салабай, В.Пономарёв, А.Миронов, Е.Головин, А.Бахурин"
"114003415";"МУЛЬТ в кино. Выпуск № 19";"2015";"Россия-Кипр";;"2015-11-28 00:00:00";;;"Е.Салабай, А.Миронов, Е.Головин, А.Борисова и др."
"114003515";"МУЛЬТ в кино. Выпуск № 20";"2015";"Россия";;"2015-12-12 00:00:00";;;"М.Вартанян, Е.Головин, А.Миронов, О.Шепляков, А.Борисова, Е.Шабанова"
"114003516";"СНЕЖНАЯ КОРОЛЕВА 3. ОГОНЬ И ЛЁД";"2016";"Россия";;"2016-12-29 00:00:00";0;"анимационный, комедия, приключения";"А.Цицилин"
"114003615";"Крякнутые каникулы";"2016";"Россия";;"2016-02-18 00:00:00";6;"анимационный, комедия, приключения";"В.Лакисов"
"114003715";"Богатырша";"2015";"Россия";;"2016-01-01 00:00:00";6;"анимационный";"О.Лопато"
"114003815";"МУЛЬТ в кино. Выпуск № 21";"2015";"Россия";;"2015-12-26 00:00:00";;;"А.Миронов, Р.Верещак, А.Грибков, А.Соколов и др."
"114003915";"МУЛЬТ в кино. Выпуск № 22";"2015";"Россия";;"2016-01-09 00:00:00";;;"Е.Салабай, Р.Верещак, Е.Головин, А.Миронов, Е.Савчук, Р.Газизов, Е.Шабанова"
"114004015";"МУЛЬТ в кино. Выпуск № 23";"2015";"Россия";;"2016-01-23 00:00:00";;;"А.Миронов, К.Кравченко, Е.Головин, Е.Савчук, А.Соколов, Р.Верещак, Е.Салабай"
"114004115";"Иван Царевич и Серый Волк 3";"2015";"Россия";;"2016-01-01 00:00:00";6;"анимационный, приключения";"Д.Шмидт"
"117900116";"TheatreHD: БТ: Укрощение строптивой";"2016";"Россия";"CoolConnections";"2016-02-12 00:00:00";;;
"117900215";"TheatreHD: БТ: Жизель";"2015";"Россия";"CoolConnections";"2015-10-11 00:00:00";;;
"117900216";"TheatreHD: ЗМ: Дон Жуан";"2016";"Россия";"CoolConnections";"2016-02-12 00:00:00";;;
"117900315";"TheatreHD: БТ: Дама с камелиями";"2016";"Россия";"CoolConnections";"2016-02-17 00:00:00";;;
"117900415";"TheatreHD: Щелкунчик";"2015";"Россия";"CoolConnections";"2015-12-20 00:00:00";;;
"117900416";"TheatreHD: ЗМ: Татьяна";"2016";"Россия";"CoolConnections";"2016-03-10 00:00:00";;;
"117900516";"Театральная Россия: Питер Пэн";"2016";"Россия";;"2016-02-13 00:00:00";;;
"117900616";"Театральная Россия: Мадемаузель Нитуш";"2016";"Россия";;"2016-02-17 00:00:00";;;
"117904213";"TheatreHD: БТ: Спартак";"2016";"Россия";"CoolConnections";"2016-02-17 00:00:00";;;
"117904316";"Театральная Россия: Пристань";"2016";"Россия";;"2016-03-05 00:00:00";;;
"117904416";"Театральная Россия: Пять вечеров";"2016";"Россия";;"2016-03-16 00:00:00";;;
"117904816";"Театральная Россия: Двое на качелях";"2016";"Россия";;"2016-04-06 00:00:00";;;
"121000116";"5-я волна";"2016";"США";;"2016-01-21 00:00:00";16;"боевик, приключения, триллер, фантастика";"Джей Блейксон"
"121000216";"И грянул шторм";"2016";"США";;"2016-02-04 00:00:00";12;"боевик, драма, исторический, триллер";"Крэйг Гиллеспи"
"121000300";"Куда приводят мечты";"1998";"США";;;;;"Винсент Уорд"
"121000316";"Кровь моей крови";"2015";"Италия - Франция - Швейцария";;"2016-01-21 00:00:00";0;"драма, исторический";"Марко Беллоккио"
"121000416";"Мученицы (2015)";"2015";"США";;"2016-02-04 00:00:00";18;"драма, триллер, ужасы";"Кевин Гетц, Майкл Гетц"
"121000516";"Новые приключения Аладдина";"2015";"Франция";;"2016-02-11 00:00:00";6;"комедия";"Артур Бензакен"
"121000616";"Игра на понижение";"2015";"США";;"2016-01-21 00:00:00";18;"биографический, драма, исторический, комедия";"Адам МакКей"
"121000716";"Дедушка легкого поведения";"2016";"США";;"2016-01-21 00:00:00";18;"комедия";"Дэн Мазер"
"121000814";"Нимфоманка. Фильм первый";"2013";"Дания-Франция-Бельгия-Германия-Великобритания";;;;;"Ларс фон Триер"
"121000816";"Последний обряд";"2015";"США-Великобритания";;"2016-01-21 00:00:00";18;"триллер, ужасы";"Уилл Кэнон"
"121000914";"Нимфоманка. Фильм второй";"2014";"Дания-Франция-Бельгия-Германия-Великобритания";;;;;"Ларс фон Триер"
"121000916";"Лес призраков";"2016";"США";;"2016-01-14 00:00:00";16;"детектив, триллер, ужасы";"Джейсон Зада"
"121001016";"13 часов: Тайные солдаты Бенгази";"2016";"США";;"2016-01-28 00:00:00";18;"боевик, военный, драма, исторический, триллер";"Майкл Бэй"
"121001116";"Зачетный препод 2";"2015";"Германия";;"2016-01-28 00:00:00";16;"комедия";"Бора Дагтекин"
"121001216";"Кукла (2016)";"2016";"США";;"2016-01-28 00:00:00";16;"детектив, триллер, ужасы";"Уильям Брент Белл"
"121001316";"Затерянный в Кантоне";"2014";"Франция - Дания - Швеция - КНР";;"2016-02-04 00:00:00";;;"Хонгки Ли, Монс Монссон"
"121001416";"Запретная Зона";"2015";"Германия";;"2016-02-18 00:00:00";18;"боевик, комедия, ужасы";"Маттиас Олоф Эйх"
"121001516";"Затмение (2015)";"2015";"Испания-Канада";;"2016-02-04 00:00:00";18;"детектив, драма, триллер";"Алехандро Аменабар"
"121001716";"Антиганг";"2015";"Великобритания-Франция";;"2016-02-04 00:00:00";16;"боевик, драма";"Бенжамин Роше"
"121001816";"В активном поиске (2016)";"2016";"США";;"2016-02-11 00:00:00";0;"комедия, мелодрама";"Кристиан Диттер"
"121001916";"Римские свидания";"2015";"США";;"2016-02-04 00:00:00";16;"комедия, мелодрама";"Элла Лемхаген"
"121002016";"Пятьдесят оттенков черного";"2016";"США";;"2016-02-04 00:00:00";18;"комедия";"Майкл Тиддес"
"121002116";"Дэдпул";"2016";"США - Канада";;"2016-02-11 00:00:00";18;"боевик, комедия, мелодрама, приключения, фантастика";"Тим Миллер"
"121002216";"Бруклин";"2015";"Ирландия - Великобритания - Канада";;"2016-02-04 00:00:00";16;"драма, мелодрама";"Джон Краули"
"121002316";"Анархисты";"2015";"Франция";;"2016-02-25 00:00:00";18;"драма";"Эли Важеман"
"121002516";"Разборка в Маниле";"2016";"США - Россия";;"2016-02-18 00:00:00";16;"боевик";"Марк Дакаскос"
"121002616";"Да здравствует Цезарь!";"2016";"США - Великобритания";;"2016-03-03 00:00:00";18;"детектив, комедия";"Джоэл Коэн, Итан Коэн"
"121002716";"Мистер Холмс";"2015";"Великобритания - США";;"2016-02-25 00:00:00";16;"детектив, драма";"Билл Кондон "
"121002816";"Клан (2015)";"2015";"Аргентина - Испания";;"2016-02-18 00:00:00";18;"биографический, драма, триллер";"Пабло Троперо"
"121002916";"Нина навсегда";"2015";"Великобритания";;"2016-02-25 00:00:00";18;"комедия, мелодрама, ужасы";"Бен Блейн, Крис Блейн"
"121003016";"Ошибка времени";"2014";"США";;"2016-03-03 00:00:00";0;"триллер, фантастика";"Брэдли Кинг"
"121003116";"В центре внимания";"2015";"США";;"2016-02-11 00:00:00";18;"драма, исторический";"Том МакКарти"
"121003216";"Мой король";"2015";"Франция";;"2016-02-18 00:00:00";18;"драма, мелодрама";"Майвенн Ле Беско"
"121003316";"Из тьмы";"2014";"США-Ирландия";;"2016-02-18 00:00:00";16;"ужасы";"Корин Харди"
"121003416";"Гордость и предубеждение и зомби";"2016";"США";;"2016-02-18 00:00:00";16;"боевик, мелодрама, ужасы";"Бёрр Стирс"
"121003516";"Образцовый самец 2";"2016";"США";;"2016-02-18 00:00:00";16;"комедия";"Бен Стиллер"
"121003615";"Золушка /По сказке Шарля Перро/. Холодное торжество";"2015";"США";;"2015-03-12 00:00:00";;;"Кеннет Брана"
"121003616";"Боги Египта";"2016";"США-Австралия";;"2016-02-25 00:00:00";16;"боевик, приключения, фэнтези";"Алекс Пройас"
"121003716";"Кэрол";"2015";"Великобритания - США";;"2016-03-10 00:00:00";18;"драма, мелодрама";"Тодд Хейнс"
"121003916";"Трамбо";"2015";"США";;"2016-02-18 00:00:00";18;"биографический, драма";"Джей Роуч"
"121004016";"По ту сторону двери";"2016";"Индия - Великобритания";;"2016-02-25 00:00:00";18;"ужасы";"Йоханнес Робертс"
"121004116";"Братья из Гримсби";"2016";"США";;"2016-03-10 00:00:00";18;"боевик, комедия, приключения";"Луи Летеррье"
"121004216";"Дивергент, глава 3: За стеной";"2016";"США";;"2016-03-10 00:00:00";16;"боевик, детектив, приключения, триллер, фантастика";"Роберт Швентке"
"121004316";"Чужая страна (2015)";"2015";"Австралия - Ирландия";;"2016-03-17 00:00:00";18;"детектив, драма, триллер";"Ким Фаррант"
"121004416";"Три девятки";"2016";"США";;"2016-03-03 00:00:00";18;"драма, триллер";"Джон Хиллкоут"
"121004516";"Джейн берет ружье";"2015";"США";;"2016-03-17 00:00:00";18;"боевик, вестерн, драма";"Гэвин О'Коннор"
"121004616";"Песнь заката";"2015";"Великобритания - Люксембург";;"2016-03-03 00:00:00";16;"драма";"Теренс Дэвис"
"121004716";"Миссия в Майами";"2016";"США";;"2016-03-31 00:00:00";16;"боевик, комедия";"Тим Стори"
"121004816";"Бэтмен против Супермена: На заре справедливости";"2016";"США";;"2016-03-24 00:00:00";16;"боевик, приключения, фантастика";"Зак Снайдер"
"121004916";"Падение Лондона";"2016";"США - Великобритания - Болгария";;"2016-03-17 00:00:00";16;"боевик, драма, триллер";"Бабак Наджафи"
"121005016";"Друзья (2015)";"2015";"Франция";;"2016-03-24 00:00:00";16;"комедия, мелодрама";"Луи Гаррель"
"121005116";"Лайф";"2015";"Великобритания - США - Германия - Канада - Австралия";;"2016-03-24 00:00:00";18;"биографический, драма";"Антон Корбейн"
"121005216";"Незваные гости (2015)";"2015";"США";;"2016-03-17 00:00:00";16;"драма, триллер, ужасы";"Адам Шиндлер"
"121005316";"Запрос в друзья";"2016";"Германия";;"2016-03-17 00:00:00";16;"триллер, ужасы";"Симон Ферхоэвен"
"121005516";"Кловерфилд, 10";"2016";"США";;"2016-03-31 00:00:00";16;"детектив, драма, триллер, ужасы, фантастика";"Дэн Трактенберг"
"121005712";"Голодные игры";"2012";"США";;;;;"Гэри Росс"
"121005916";"Колония Дигнидад";"2015";"Германия - Люксембург - Франция";;"2016-03-31 00:00:00";18;"драма, мелодрама, триллер";"Флориан Галленбергер"
"121006416";"Экстрасенсы";"2015";"США";;"2016-03-31 00:00:00";18;"детектив, драма, триллер";"Афонсо Пойарт"
"121006916";"Помнить";"2015";"Канада - Германия";;"2016-03-24 00:00:00";18;"драма, триллер";"Атом Эгоян"
"121007016";"Образцовые семьи";"2015";"Франция";;"2016-03-31 00:00:00";16;"драма, комедия";"Жан-Поль Раппно"
"121009615";"Безумный Макс: Дорога ярости";"2015";"США - Австралия";;"2015-05-14 00:00:00";;;"Джордж Миллер"
"121009715";"Разлом Сан-Андреас";"2015";"США";;"2015-05-28 00:00:00";;;"Брэд Пейтон"
"121010015";"Шпион_";"2015";"США";;"2015-06-04 00:00:00";;;"Пол Фиг"
"121010215";"Земля будущего";"2015";"США";;"2015-05-21 00:00:00";;;"Брэд Бёрд"
"121012815";"Эверест (2015)";"2015";"США";;"2015-09-24 00:00:00";;;"Бальтазар Кормакур"
"121014515";"Человек-муравей";"2015";"США";;"2015-07-16 00:00:00";;;"Пейтон Рид"
"121014815";"Лунная афера";"2015";"Франция";;"2016-02-25 00:00:00";18;"комедия";"Антуан Бардо-Жаке"
"121015215";"Багровый пик";"2015";"США - Канада";;"2015-10-15 00:00:00";;;"Гильермо дель Торо"
"121015315";"Визит (2015)";"2015";"США";;"2015-11-26 00:00:00";;;"М. Найт Шьямалан"
